"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1991","1991","","AMR","Americas","","CUB","Cuba","","3.98","3.98000","","","<b>Physician: </b>Includes M�dicos </br><b> Country: </b>Cuba </br><b>Year: </b>1991</br><b> Data Source:</b> Registro de Profesionales de la Salud. MINSAP"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","0.092","0.09200","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Micronesia, Federated States of</br><b>Year: </b>2003</br><b> Data Source:</b> WHO/WPR Core Indicators 2005 database"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2009","2009","","EUR","Europe","","TUR","Turkey","","0.267","0.26700","","","<b>Dentistry personnel: </b>Includes Dentists</br><b> Country: </b>Turkey </br><b>Year: </b>2009</br><b> Data Source:</b> Ministry of Health"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2002","2002","","AMR","Americas","","PAN","Panama","","0.293","0.29300","","","<b>Dentistry personnel: </b>Includes Odont�logos</br><b> Country: </b>Panama </br><b>Year: </b>2002</br><b> Data Source:</b> Estad�sticas Sociales, Contralor�a General de Rep�blica"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2009","2009","","AFR","Africa","","MWI","Malawi","","0.343","0.34300","","","<b>Nursing and midwifery personnel: </b>Includes Nurse</br><b> Country: </b>Malawi </br><b>Year: </b>2009</br><b> Data Source:</b> MoH/DFID, EHRP Evaluation Report, 2010"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","EGY","Egypt","","2.43","2.43000","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Egypt</br><b>Year: </b>2005</br><b> Data Source:</b> WHO/EMR Country Profiles database"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SYC","Seychelles","","4.905","4.90500","","","<b>Nursing and midwifery personnel: </b>Includes Nurses</br><b> Country: </b>Seychelles </br><b>Year: </b>2010</br><b> Data Source:</b> National Statistics Bureau "
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2009","2009","","AFR","Africa","","SWZ","Swaziland","","0.114","0.11400","","","<b>Environment and public health workers: </b>Includes Environmental and occupational health & hygiene workers</br><b> Country: </b>Swaziland </br><b>Year: </b>2009</br><b> Data Source:</b> MOHSW Statistics Unit, August 2009"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2004","2004","","AFR","Africa","","NER","Niger","","0.039","0.03900","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","TUN","Tunisia","","0.182","0.18200","","","<b>Dentistry personnel: </b>Includes Dentistes</br><b> Country: </b>Tunisia </br><b>Year: </b>2006</br><b> Data Source:</b> Minist�re de la Sant� Publique"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","JPN","Japan","","1.714","1.71400","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Japan </br><b>Year: </b>1990</br><b> Data Source:</b> Statistics and Information Department, Minister's Secretariat, Ministry of Health, Labour and Welfare."
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2000","2000","","SEAR","South-East Asia","","THA","Thailand","","0.254","0.25400","","","<b>Pharmaceutical personnel: </b>Includes Pharmacist, Pharmaceutical assistant</br><b> Country: </b>Thailand </br><b>Year: </b>2000</br><b> Data Source:</b> Census2000"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2008","2008","","EUR","Europe","","ESP","Spain","","5.713","5.71300","","","<b>Nursing and midwifery personnel: </b>Includes Qualified nurses</br><b> Country: </b>Spain </br><b>Year: </b>2008</br><b> Data Source:</b> Instituto Nacional de Estadistica"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2001","2001","","AMR","Americas","","CAN","Canada","","1.077","1.07700","","","<b>Dentistry personnel: </b>Includes Dental Hygienists, Dentists</br><b> Country: </b>Canada </br><b>Year: </b>2001</br><b> Data Source:</b> Health Personnel Database, Canadian Institute for Health Information"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1996","1996","","EUR","Europe","","FRA","France","","6.103","6.10300","","","<b>Nursing and midwifery personnel: </b>Includes Infirmiers, Sages- femmes</br><b> Country: </b>France </br><b>Year: </b>1996</br><b> Data Source:</b> Eco-Sant� France d'apr�s donn�es Adeli de la DREES"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2004","2004","","AFR","Africa","","AGO","Angola","","0.018","0.01800","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2001","2001","","WPR","Western Pacific","","AUS","Australia","","1.1","1.10000","","","<b>Dentistry personnel: </b>Includes Dental assistant, Dental practitioner</br><b> Country: </b>Australia </br><b>Year: </b>2001</br><b> Data Source:</b> Census"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2008","2008","","AFR","Africa","","SEN","Senegal","","0.01","0.01000","","","<b>Pharmaceutical personnel: </b>Includes Pharmacien Biolog, Pr�par Pharmacie, Pharmacien</br><b> Country: </b>Senegal </br><b>Year: </b>2008</br><b> Data Source:</b> Mini Sant� - Synth�se Nationale HRH Data 2008"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2009","2009","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","0.697","0.69700","","","<b>Dentistry personnel: </b>Includes ??????????? (Dentists)</br><b> Country: </b>The former Yugoslav Republic of Macedonia</br><b>Year: </b>2009</br><b> Data Source:</b> ???????? ?? ????? ??????? ?? ????????? ??????????(Institute of Public Health of the Republic of Macedonia)"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","MMR","Myanmar","","0.045","0.04500","","","<b>Laboratory health workers: </b>Includes Laboratory scientist, Radiographer, Laboratory technologist, Laboratory assistant, x-ray technician grade(2), x-ray technician grade(1)</br><b> Country: </b>Myanmar </br><b>Year: </b>2004</br><b> Data Source:</b> dept. concerned "
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1993","1993","","SEAR","South-East Asia","","THA","Thailand","","0.826","0.82600","","","<b>Nursing and midwifery personnel: </b>Includes Professional nurses</br><b> Country: </b>Thailand </br><b>Year: </b>1993</br><b> Data Source:</b> Reports on Health Resources, Bureau of Policy and Strategy, MoPH."
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","WSM","Samoa","","0.112","0.11200","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists</br><b> Country: </b>Samoa </br><b>Year: </b>2003</br><b> Data Source:</b> WHO/WPR Core Indicators 2005 database"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2009","2009","","AFR","Africa","","ETH","Ethiopia","","0.031","0.03100","","","<b>Pharmaceutical personnel: </b>Includes Pharmacist, Pharmacy technician</br><b> Country: </b>Ethiopia </br><b>Year: </b>2009</br><b> Data Source:</b> Federal Ministry of Health"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2000","2000","","EUR","Europe","","EST","Estonia","","4.239","4.23900","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1990","1990","","AMR","Americas","","ECU","Ecuador","","0.953","0.95300","","","<b>Physician: </b>Includes M�dicos </br><b> Country: </b>Ecuador </br><b>Year: </b>1990</br><b> Data Source:</b> INEC, Anuarios de Recursos y Actividades de Salud y Bases de Datos, Ecuador 2002-2003."
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","1997","1997","","EMR","Eastern Mediterranean","","OMN","Oman","","2.291","2.29100","","",""
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","1996","1996","","WPR","Western Pacific","","CHN","China","","0.793","0.79300","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2003","2003","","AMR","Americas","","ECU","Ecuador","","0.17","0.17000","","","<b>Dentistry personnel: </b>Includes Odont�logos </br><b> Country: </b>Ecuador </br><b>Year: </b>2003</br><b> Data Source:</b> INEC, Anuarios de Recursos y Actividades de Salud y Bases de Datos, Ecuador 2002-2003."
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2011","2011","","EUR","Europe","","ISL","Iceland","","1.908","1.90800","","","<b>Pharmaceutical personnel: </b>Includes Exam. pharmacists, Pharmacists, Pharmacy technicians, Proprietary pharmacists</br><b> Country: </b>Iceland </br><b>Year: </b>2011</br><b> Data Source:</b> Statistics Iceland"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","NPL","Nepal","","0.014","0.01400","","","<b>Dentistry personnel: </b>Includes Dental surgeon, Dental assistant</br><b> Country: </b>Nepal </br><b>Year: </b>2004</br><b> Data Source:</b> Nepal Medical Council"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1994","1994","","AMR","Americas","","COL","Colombia","","0.443","0.44300","","","<b>Nursing and midwifery personnel: </b>Includes Enfermeras </br><b> Country: </b>Colombia </br><b>Year: </b>1994</br><b> Data Source:</b> C�lculo cendex"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","1999","1999","","EUR","Europe","","ESP","Spain","","1.2","1.20000","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists</br><b> Country: </b>Spain </br><b>Year: </b>1999</br><b> Data Source:</b> Instituto Nacional de Estadistica"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","CHN","China","","1.552","1.55200","","",""
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2007","2007","","AFR","Africa","","TGO","Togo","","0.365","0.36500","","",""
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","IND","India","","0.525","0.52500","","","<b>Pharmaceutical personnel: </b>Includes Pharmacist</br><b> Country: </b>India </br><b>Year: </b>2003</br><b> Data Source:</b> Pharmacy Council of India"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","1996","1996","","WPR","Western Pacific","","KHM","Cambodia","","0.016","0.01600","","","<b>Dentistry personnel: </b>Includes Dentist Assistant, Dentist</br><b> Country: </b>Cambodia </br><b>Year: </b>1996</br><b> Data Source:</b> MOH Human Resource Department, May 1999"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HUN","Hungary","","0.564","0.56400","","","<b>Dentistry personnel: </b>Includes Practising dentists</br><b> Country: </b>Hungary </br><b>Year: </b>2012</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2006","2006","","EUR","Europe","","PRT","Portugal","","3.502","3.50200","","","<b>Physician: </b>Includes Medical doctors</br><b> Country: </b>Portugal </br><b>Year: </b>2006</br><b> Data Source:</b> Instituto Nacional de Estatistica"
